,POA_CODE21,POA_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,SHAPE_Leng,SHAPE_Area,LATITUDE,LONGITUDE,IRE_CODE21,IRE_NAME21,SED_CODE22,SED_NAME22,CED_CODE21,CED_NAME21,STE_CODE21,IAR_CODE21,IAR_NAME21,ILO_CODE21,ILO_NAME21
660,2898,2898,AUS,Australia,16.2918,http://linked.data.gov.au/dataset/asgsed3/POA/2898,0.486985764826,0.0015475148056,-31.5525385773446,159.0768102761548,107.0,Sydney - Wollongong,10067.0,Port Macquarie,142.0,Sydney,1.0,107018.0,Lord Howe Island,10701801.0,Lord Howe Island
661,2899,2899,AUS,Australia,38.651,http://linked.data.gov.au/dataset/asgsed3/POA/2899,0.629773547809,0.00358017996064,-29.03794579898288,167.95240949672768,903.0,Norfolk Island,99191.0,Unclassified (OT),801.0,Bean,9.0,903001.0,Norfolk Island,90300101.0,Norfolk Island
662,2900,2900,AUS,Australia,101.0226,http://linked.data.gov.au/dataset/asgsed3/POA/2900,1.2518949037,0.0100329417099,-35.47800166188702,149.10075460694915,801.0,ACT,80001.0,Brindabella,801.0,Bean,8.0,801002.0,Canberra - South,80100202.0,Tuggeranong
663,2902,2902,AUS,Australia,11.3361,http://linked.data.gov.au/dataset/asgsed3/POA/2902,0.173548634391,0.00112451326049,-35.386226107450405,149.05805045926368,801.0,ACT,80001.0,Brindabella,801.0,Bean,8.0,801002.0,Canberra - South,80100202.0,Tuggeranong
664,2903,2903,AUS,Australia,6.484,http://linked.data.gov.au/dataset/asgsed3/POA/2903,0.106681240614,0.000643368841042,-35.3997720396955,149.08881143543263,801.0,ACT,80001.0,Brindabella,801.0,Bean,8.0,801002.0,Canberra - South,80100202.0,Tuggeranong
665,2904,2904,AUS,Australia,9.7514,http://linked.data.gov.au/dataset/asgsed3/POA/2904,0.171589193806,0.00096762385318,-35.40917395956223,149.10837199597148,801.0,ACT,80001.0,Brindabella,801.0,Bean,8.0,801002.0,Canberra - South,80100202.0,Tuggeranong
666,2905,2905,AUS,Australia,19.8141,http://linked.data.gov.au/dataset/asgsed3/POA/2905,0.241056890399,0.00196666729881,-35.432353706641244,149.10993590860883,801.0,ACT,80001.0,Brindabella,801.0,Bean,8.0,801002.0,Canberra - South,80100202.0,Tuggeranong
667,2906,2906,AUS,Australia,11.2186,http://linked.data.gov.au/dataset/asgsed3/POA/2906,0.159292386238,0.00111393413584,-35.46080154917964,149.09568953511257,801.0,ACT,80001.0,Brindabella,801.0,Bean,8.0,801002.0,Canberra - South,80100202.0,Tuggeranong
668,2911,2911,AUS,Australia,5.0536,http://linked.data.gov.au/dataset/asgsed3/POA/2911,0.141509380929,0.000500273858484,-35.213620964337466,149.1269450884923,801.0,ACT,80005.0,Yerrabi,803.0,Fenner,8.0,801001.0,Canberra - North,80100103.0,Gungahlin
669,2912,2912,AUS,Australia,31.9188,http://linked.data.gov.au/dataset/asgsed3/POA/2912,0.480002044744,0.00315898801919,-35.19299416894844,149.15985412331742,801.0,ACT,80005.0,Yerrabi,803.0,Fenner,8.0,801001.0,Canberra - North,80100103.0,Gungahlin
670,2913,2913,AUS,Australia,21.81,http://linked.data.gov.au/dataset/asgsed3/POA/2913,0.319081274312,0.00215810818913,-35.17643858162824,149.108120748801,801.0,ACT,80005.0,Yerrabi,803.0,Fenner,8.0,801001.0,Canberra - North,80100103.0,Gungahlin
671,2914,2914,AUS,Australia,16.4832,http://linked.data.gov.au/dataset/asgsed3/POA/2914,0.281970693439,0.00163093656584,-35.169309568852185,149.13968919584696,801.0,ACT,80005.0,Yerrabi,803.0,Fenner,8.0,801001.0,Canberra - North,80100103.0,Gungahlin
672,3000,3000,AUS,Australia,2.4814,http://linked.data.gov.au/dataset/asgsed3/POA/3000,0.0834910077036,0.000253890602791,-37.81314234745685,144.96238093177988,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
673,3002,3002,AUS,Australia,1.8557,http://linked.data.gov.au/dataset/asgsed3/POA/3002,0.05948838755,0.000189868394424,-37.81441916677731,144.98259335231918,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
674,3003,3003,AUS,Australia,6.5822,http://linked.data.gov.au/dataset/asgsed3/POA/3003,0.139927522336,0.000673426022135,-37.80931496260727,144.9252035754352,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
675,3004,3004,AUS,Australia,4.0421,http://linked.data.gov.au/dataset/asgsed3/POA/3004,0.137947484121,0.000413679470673,-37.83252018902255,144.97732514913363,201.0,Melbourne,26906.0,Prahran (Southern Metropolitan),229.0,Macnamara,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
676,3006,3006,AUS,Australia,1.8542,http://linked.data.gov.au/dataset/asgsed3/POA/3006,0.0668821244074,0.000189771287928,-37.82575445789247,144.96066244098998,201.0,Melbourne,20106.0,Albert Park (Southern Metropolitan),229.0,Macnamara,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
677,3008,3008,AUS,Australia,3.148,http://linked.data.gov.au/dataset/asgsed3/POA/3008,0.0911996721839,0.000322078919284,-37.81834865826825,144.94043907287096,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
678,3011,3011,AUS,Australia,5.9664,http://linked.data.gov.au/dataset/asgsed3/POA/3011,0.122411639602,0.000610356726195,-37.79947090540352,144.89625950421484,201.0,Melbourne,22907.0,Footscray (Western Metropolitan),214.0,Fraser,2.0,201008.0,Maribyrnong - Moonee Valley,20100801.0,Maribyrnong
679,3012,3012,AUS,Australia,15.258,http://linked.data.gov.au/dataset/asgsed3/POA/3012,0.243651851511,0.00156094100914,-37.80322719051285,144.85885900597472,201.0,Melbourne,24307.0,Laverton (Western Metropolitan),214.0,Fraser,2.0,201008.0,Maribyrnong - Moonee Valley,20100801.0,Maribyrnong
680,3013,3013,AUS,Australia,5.6587,http://linked.data.gov.au/dataset/asgsed3/POA/3013,0.131753712432,0.000579074763294,-37.81790646530845,144.88202983064818,201.0,Melbourne,22907.0,Footscray (Western Metropolitan),215.0,Gellibrand,2.0,201008.0,Maribyrnong - Moonee Valley,20100801.0,Maribyrnong
681,3015,3015,AUS,Australia,8.8059,http://linked.data.gov.au/dataset/asgsed3/POA/3015,0.212075367919,0.000901214685342,-37.837781422722365,144.88219189780006,201.0,Melbourne,28707.0,Williamstown (Western Metropolitan),215.0,Gellibrand,2.0,201019.0,Wyndham - Altona,20101901.0,Altona
682,3016,3016,AUS,Australia,7.3729,http://linked.data.gov.au/dataset/asgsed3/POA/3016,0.182765960759,0.000754912954859,-37.85908416467559,144.8848260390458,201.0,Melbourne,28707.0,Williamstown (Western Metropolitan),215.0,Gellibrand,2.0,201019.0,Wyndham - Altona,20101901.0,Altona
683,3018,3018,AUS,Australia,17.6826,http://linked.data.gov.au/dataset/asgsed3/POA/3018,0.242819584978,0.00181041067147,-37.8602923661455,144.81501621830049,201.0,Melbourne,28707.0,Williamstown (Western Metropolitan),215.0,Gellibrand,2.0,201019.0,Wyndham - Altona,20101901.0,Altona
684,3019,3019,AUS,Australia,4.3246,http://linked.data.gov.au/dataset/asgsed3/POA/3019,0.096029016307,0.000442412162986,-37.78669182332519,144.85484816567825,201.0,Melbourne,24307.0,Laverton (Western Metropolitan),214.0,Fraser,2.0,201008.0,Maribyrnong - Moonee Valley,20100801.0,Maribyrnong
685,3020,3020,AUS,Australia,25.1062,http://linked.data.gov.au/dataset/asgsed3/POA/3020,0.276987662211,0.00256773936235,-37.78333137153415,144.82386161499934,201.0,Melbourne,24307.0,Laverton (Western Metropolitan),214.0,Fraser,2.0,201001.0,Brimbank,20100102.0,Sunshine
686,3021,3021,AUS,Australia,19.4985,http://linked.data.gov.au/dataset/asgsed3/POA/3021,0.24289319944,0.00199319886965,-37.74289614813674,144.80000360136543,201.0,Melbourne,27907.0,St Albans (Western Metropolitan),214.0,Fraser,2.0,201001.0,Brimbank,20100101.0,Keilor
687,3022,3022,AUS,Australia,2.1307,http://linked.data.gov.au/dataset/asgsed3/POA/3022,0.0773644133096,0.000217871757391,-37.775943984507656,144.80104488836548,201.0,Melbourne,27907.0,St Albans (Western Metropolitan),214.0,Fraser,2.0,201001.0,Brimbank,20100102.0,Sunshine
688,3023,3023,AUS,Australia,39.5156,http://linked.data.gov.au/dataset/asgsed3/POA/3023,0.365152123929,0.00404015788951,-37.75975760936085,144.75201189786114,201.0,Melbourne,24107.0,Kororoit (Western Metropolitan),218.0,Gorton,2.0,201013.0,Melton,20101301.0,Melton
689,3024,3024,AUS,Australia,143.8812,http://linked.data.gov.au/dataset/asgsed3/POA/3024,0.814901749831,0.0147263077894,-37.837151198289966,144.59942105667972,201.0,Melbourne,28607.0,Werribee (Western Metropolitan),228.0,Lalor,2.0,201019.0,Wyndham - Altona,20101903.0,Werribee - Whyndam Vale
690,3025,3025,AUS,Australia,14.0387,http://linked.data.gov.au/dataset/asgsed3/POA/3025,0.196493774696,0.00143687620004,-37.83778360406582,144.8347379933425,201.0,Melbourne,28707.0,Williamstown (Western Metropolitan),215.0,Gellibrand,2.0,201019.0,Wyndham - Altona,20101901.0,Altona
691,3026,3026,AUS,Australia,28.0154,http://linked.data.gov.au/dataset/asgsed3/POA/3026,0.299874653644,0.0028665665398,-37.81641550988226,144.78204100162642,201.0,Melbourne,24307.0,Laverton (Western Metropolitan),215.0,Gellibrand,2.0,201019.0,Wyndham - Altona,20101902.0,Tarneit - Hoppers Crossing
692,3027,3027,AUS,Australia,3.8324,http://linked.data.gov.au/dataset/asgsed3/POA/3027,0.0820625417993,0.000392406809098,-37.86200938730207,144.74306349138072,201.0,Melbourne,24307.0,Laverton (Western Metropolitan),228.0,Lalor,2.0,201019.0,Wyndham - Altona,20101902.0,Tarneit - Hoppers Crossing
693,3028,3028,AUS,Australia,15.9215,http://linked.data.gov.au/dataset/asgsed3/POA/3028,0.242970051517,0.00163042935878,-37.87587834157932,144.7777248762841,201.0,Melbourne,26707.0,Point Cook (Western Metropolitan),215.0,Gellibrand,2.0,201019.0,Wyndham - Altona,20101901.0,Altona
694,3029,3029,AUS,Australia,117.7951,http://linked.data.gov.au/dataset/asgsed3/POA/3029,0.648798723172,0.0120537509752,-37.82124020493298,144.69486438879548,201.0,Melbourne,28207.0,Tarneit (Western Metropolitan),228.0,Lalor,2.0,201019.0,Wyndham - Altona,20101902.0,Tarneit - Hoppers Crossing
695,3030,3030,AUS,Australia,240.1449,http://linked.data.gov.au/dataset/asgsed3/POA/3030,1.14269075418,0.0246039774175,-37.91323582747001,144.62947683677348,201.0,Melbourne,28607.0,Werribee (Western Metropolitan),228.0,Lalor,2.0,201019.0,Wyndham - Altona,20101903.0,Werribee - Whyndam Vale
696,3031,3031,AUS,Australia,5.0163,http://linked.data.gov.au/dataset/asgsed3/POA/3031,0.108382776235,0.000513103132929,-37.78998914978345,144.92264390655887,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),231.0,Maribyrnong,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
697,3032,3032,AUS,Australia,9.7503,http://linked.data.gov.au/dataset/asgsed3/POA/3032,0.209671069264,0.00099708258838,-37.77471118146332,144.90002228733584,201.0,Melbourne,22503.0,Essendon (Northern Metropolitan),231.0,Maribyrnong,2.0,201008.0,Maribyrnong - Moonee Valley,20100802.0,Moonee Valley
698,3033,3033,AUS,Australia,9.0694,http://linked.data.gov.au/dataset/asgsed3/POA/3033,0.172148221623,0.000927130060617,-37.73948506494164,144.85750688675463,201.0,Melbourne,26107.0,Niddrie (Western Metropolitan),231.0,Maribyrnong,2.0,201008.0,Maribyrnong - Moonee Valley,20100802.0,Moonee Valley
699,3034,3034,AUS,Australia,5.4087,http://linked.data.gov.au/dataset/asgsed3/POA/3034,0.120833333984,0.000553004450134,-37.761538537134975,144.86261227952482,201.0,Melbourne,26107.0,Niddrie (Western Metropolitan),231.0,Maribyrnong,2.0,201008.0,Maribyrnong - Moonee Valley,20100802.0,Moonee Valley
700,3036,3036,AUS,Australia,18.1531,http://linked.data.gov.au/dataset/asgsed3/POA/3036,0.395966924904,0.00185454042554,-37.69741942191985,144.81376026666769,201.0,Melbourne,28007.0,Sunbury (Western Metropolitan),231.0,Maribyrnong,2.0,201003.0,Craigieburn - Sunbury,20100301.0,Craigieburn - Sunbury
701,3037,3037,AUS,Australia,22.5466,http://linked.data.gov.au/dataset/asgsed3/POA/3037,0.26414575363,0.00230344047059,-37.6998154207626,144.7555639901011,201.0,Melbourne,28107.0,Sydenham (Western Metropolitan),218.0,Gorton,2.0,201001.0,Brimbank,20100101.0,Keilor
702,3038,3038,AUS,Australia,13.3509,http://linked.data.gov.au/dataset/asgsed3/POA/3038,0.192871694609,0.00136407509916,-37.70685409496913,144.7941281835117,201.0,Melbourne,28107.0,Sydenham (Western Metropolitan),218.0,Gorton,2.0,201001.0,Brimbank,20100101.0,Keilor
703,3039,3039,AUS,Australia,4.3551,http://linked.data.gov.au/dataset/asgsed3/POA/3039,0.114523469625,0.000445357075103,-37.76561258115065,144.9214352510259,201.0,Melbourne,22503.0,Essendon (Northern Metropolitan),231.0,Maribyrnong,2.0,201008.0,Maribyrnong - Moonee Valley,20100802.0,Moonee Valley
704,3040,3040,AUS,Australia,8.7364,http://linked.data.gov.au/dataset/asgsed3/POA/3040,0.195365926951,0.000893200882416,-37.7520358889722,144.90548755911604,201.0,Melbourne,22503.0,Essendon (Northern Metropolitan),231.0,Maribyrnong,2.0,201008.0,Maribyrnong - Moonee Valley,20100802.0,Moonee Valley
705,3041,3041,AUS,Australia,8.2317,http://linked.data.gov.au/dataset/asgsed3/POA/3041,0.15796192988,0.000841348801711,-37.72944463305231,144.90716730611686,201.0,Melbourne,22503.0,Essendon (Northern Metropolitan),231.0,Maribyrnong,2.0,201008.0,Maribyrnong - Moonee Valley,20100802.0,Moonee Valley
706,3042,3042,AUS,Australia,8.8886,http://linked.data.gov.au/dataset/asgsed3/POA/3042,0.198062158301,0.000908483396389,-37.72525763311226,144.8708734014958,201.0,Melbourne,26107.0,Niddrie (Western Metropolitan),231.0,Maribyrnong,2.0,201008.0,Maribyrnong - Moonee Valley,20100802.0,Moonee Valley
707,3043,3043,AUS,Australia,12.4013,http://linked.data.gov.au/dataset/asgsed3/POA/3043,0.226483085514,0.00126700186441,-37.70022082870904,144.8813889995788,201.0,Melbourne,28007.0,Sunbury (Western Metropolitan),231.0,Maribyrnong,2.0,201015.0,Moreland - Broadmeadows,20101501.0,Broadmeadows
708,3044,3044,AUS,Australia,8.0231,http://linked.data.gov.au/dataset/asgsed3/POA/3044,0.166004956636,0.000819977146754,-37.73197380074184,144.9382594890116,201.0,Melbourne,26603.0,Pascoe Vale (Northern Metropolitan),239.0,Wills,2.0,201015.0,Moreland - Broadmeadows,20101503.0,Coburg
709,3045,3045,AUS,Australia,27.0408,http://linked.data.gov.au/dataset/asgsed3/POA/3045,0.32834533182,0.00276164858984,-37.673747276683,144.83802128763287,201.0,Melbourne,28007.0,Sunbury (Western Metropolitan),231.0,Maribyrnong,2.0,201003.0,Craigieburn - Sunbury,20100301.0,Craigieburn - Sunbury
710,3046,3046,AUS,Australia,14.2984,http://linked.data.gov.au/dataset/asgsed3/POA/3046,0.214564435828,0.00146100082864,-37.70636480839302,144.93037708558575,201.0,Melbourne,21303.0,Broadmeadows (Northern Metropolitan),239.0,Wills,2.0,201015.0,Moreland - Broadmeadows,20101504.0,Moreland - North
711,3047,3047,AUS,Australia,11.4857,http://linked.data.gov.au/dataset/asgsed3/POA/3047,0.151330312848,0.00117307388792,-37.68108384822815,144.93092276780396,201.0,Melbourne,21303.0,Broadmeadows (Northern Metropolitan),205.0,Calwell,2.0,201015.0,Moreland - Broadmeadows,20101501.0,Broadmeadows
712,3048,3048,AUS,Australia,7.7607,http://linked.data.gov.au/dataset/asgsed3/POA/3048,0.125795162597,0.000792388170516,-37.65340979443463,144.92504445708963,201.0,Melbourne,23503.0,Greenvale (Northern Metropolitan),205.0,Calwell,2.0,201015.0,Moreland - Broadmeadows,20101501.0,Broadmeadows
713,3049,3049,AUS,Australia,10.072,http://linked.data.gov.au/dataset/asgsed3/POA/3049,0.166689101513,0.0010286758903,-37.67105275467538,144.88938105567547,201.0,Melbourne,23503.0,Greenvale (Northern Metropolitan),205.0,Calwell,2.0,201003.0,Craigieburn - Sunbury,20100301.0,Craigieburn - Sunbury
714,3051,3051,AUS,Australia,2.3457,http://linked.data.gov.au/dataset/asgsed3/POA/3051,0.0696128553171,0.000239999430536,-37.7984539911396,144.94493654169472,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
715,3052,3052,AUS,Australia,4.0649,http://linked.data.gov.au/dataset/asgsed3/POA/3052,0.0954048785367,0.000415721886044,-37.7870518814047,144.9514835740314,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
716,3053,3053,AUS,Australia,1.749,http://linked.data.gov.au/dataset/asgsed3/POA/3053,0.0612894597043,0.000178873420118,-37.80040540820982,144.96816823677594,201.0,Melbourne,24703.0,Melbourne (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
717,3054,3054,AUS,Australia,2.3042,http://linked.data.gov.au/dataset/asgsed3/POA/3054,0.0617979062512,0.000235665919681,-37.78569850449342,144.9681324397954,201.0,Melbourne,21403.0,Brunswick (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101201.0,Melbourne - Central
718,3055,3055,AUS,Australia,3.2333,http://linked.data.gov.au/dataset/asgsed3/POA/3055,0.119453717761,0.000330526661617,-37.7633140822489,144.94273258388424,201.0,Melbourne,21403.0,Brunswick (Northern Metropolitan),239.0,Wills,2.0,201015.0,Moreland - Broadmeadows,20101502.0,Brunswick
719,3056,3056,AUS,Australia,4.9839,http://linked.data.gov.au/dataset/asgsed3/POA/3056,0.110657021961,0.00050960866677,-37.76634740425029,144.9612475427364,201.0,Melbourne,21403.0,Brunswick (Northern Metropolitan),239.0,Wills,2.0,201015.0,Moreland - Broadmeadows,20101502.0,Brunswick
720,3057,3057,AUS,Australia,2.2572,http://linked.data.gov.au/dataset/asgsed3/POA/3057,0.0827630721908,0.000230807653407,-37.76896330620316,144.97743224076888,201.0,Melbourne,21403.0,Brunswick (Northern Metropolitan),239.0,Wills,2.0,201015.0,Moreland - Broadmeadows,20101502.0,Brunswick
721,3058,3058,AUS,Australia,11.7022,http://linked.data.gov.au/dataset/asgsed3/POA/3058,0.162495512393,0.00119605091945,-37.73756596452626,144.9656882576414,201.0,Melbourne,26603.0,Pascoe Vale (Northern Metropolitan),239.0,Wills,2.0,201015.0,Moreland - Broadmeadows,20101503.0,Coburg
722,3059,3059,AUS,Australia,30.5625,http://linked.data.gov.au/dataset/asgsed3/POA/3059,0.287021264873,0.0031197992363,-37.63662144565916,144.8798385794445,201.0,Melbourne,23503.0,Greenvale (Northern Metropolitan),205.0,Calwell,2.0,201003.0,Craigieburn - Sunbury,20100301.0,Craigieburn - Sunbury
723,3060,3060,AUS,Australia,5.2301,http://linked.data.gov.au/dataset/asgsed3/POA/3060,0.119620164814,0.000534382979912,-37.70482383372296,144.96939450157714,201.0,Melbourne,21303.0,Broadmeadows (Northern Metropolitan),239.0,Wills,2.0,201015.0,Moreland - Broadmeadows,20101504.0,Moreland - North
724,3061,3061,AUS,Australia,12.247,http://linked.data.gov.au/dataset/asgsed3/POA/3061,0.183324540952,0.00125063293477,-37.66384404413399,144.95953943734122,201.0,Melbourne,21303.0,Broadmeadows (Northern Metropolitan),205.0,Calwell,2.0,201015.0,Moreland - Broadmeadows,20101501.0,Broadmeadows
725,3062,3062,AUS,Australia,5.4102,http://linked.data.gov.au/dataset/asgsed3/POA/3062,0.11753778967,0.000552241038322,-37.63467016333226,144.95076896777047,201.0,Melbourne,23503.0,Greenvale (Northern Metropolitan),205.0,Calwell,2.0,201003.0,Craigieburn - Sunbury,20100301.0,Craigieburn - Sunbury
726,3063,3063,AUS,Australia,45.0391,http://linked.data.gov.au/dataset/asgsed3/POA/3063,0.45636819649,0.00459463022768,-37.58930563428698,144.84482996503283,201.0,Melbourne,23903.0,Kalkallo (Northern Metropolitan),205.0,Calwell,2.0,201003.0,Craigieburn - Sunbury,20100301.0,Craigieburn - Sunbury
727,3064,3064,AUS,Australia,132.217,http://linked.data.gov.au/dataset/asgsed3/POA/3064,0.716705762105,0.0134823065673,-37.55616154639655,144.93297791055528,201.0,Melbourne,23903.0,Kalkallo (Northern Metropolitan),205.0,Calwell,2.0,201003.0,Craigieburn - Sunbury,20100301.0,Craigieburn - Sunbury
728,3065,3065,AUS,Australia,1.4195,http://linked.data.gov.au/dataset/asgsed3/POA/3065,0.0501732360181,0.000145169878136,-37.80081009202544,144.9791982045788,201.0,Melbourne,27103.0,Richmond (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101203.0,Yarra
729,3066,3066,AUS,Australia,1.3265,http://linked.data.gov.au/dataset/asgsed3/POA/3066,0.0485065419438,0.000135709453359,-37.80173973378336,144.98823081958622,201.0,Melbourne,27103.0,Richmond (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101203.0,Yarra
730,3067,3067,AUS,Australia,1.8302,http://linked.data.gov.au/dataset/asgsed3/POA/3067,0.0941827154128,0.000187260538314,-37.804139390939326,144.99963612556837,201.0,Melbourne,27103.0,Richmond (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101203.0,Yarra
731,3068,3068,AUS,Australia,4.0529,http://linked.data.gov.au/dataset/asgsed3/POA/3068,0.0969445199747,0.000414545944065,-37.78629087233786,144.98965307157167,201.0,Melbourne,21403.0,Brunswick (Northern Metropolitan),233.0,Melbourne,2.0,201012.0,Melbourne - Port Phillip,20101203.0,Yarra
732,3070,3070,AUS,Australia,6.0094,http://linked.data.gov.au/dataset/asgsed3/POA/3070,0.121195521588,0.000614536388058,-37.77251069004814,145.0004928621108,201.0,Melbourne,26203.0,Northcote (Northern Metropolitan),208.0,Cooper,2.0,201017.0,Northcote - Preston - Whittlesea,20101701.0,Northcote
733,3071,3071,AUS,Australia,5.1328,http://linked.data.gov.au/dataset/asgsed3/POA/3071,0.133710693925,0.000524795671682,-37.75817151728167,145.0058302593363,201.0,Melbourne,26203.0,Northcote (Northern Metropolitan),208.0,Cooper,2.0,201017.0,Northcote - Preston - Whittlesea,20101701.0,Northcote
734,3072,3072,AUS,Australia,11.4069,http://linked.data.gov.au/dataset/asgsed3/POA/3072,0.179060717252,0.00116589232774,-37.74177490299645,145.00794974871872,201.0,Melbourne,27003.0,Preston (Northern Metropolitan),208.0,Cooper,2.0,201017.0,Northcote - Preston - Whittlesea,20101702.0,Preston
735,3073,3073,AUS,Australia,19.0274,http://linked.data.gov.au/dataset/asgsed3/POA/3073,0.283664445404,0.00194436780053,-37.7121549498847,145.0068399920836,201.0,Melbourne,27003.0,Preston (Northern Metropolitan),208.0,Cooper,2.0,201017.0,Northcote - Preston - Whittlesea,20101702.0,Preston
736,3074,3074,AUS,Australia,14.7441,http://linked.data.gov.au/dataset/asgsed3/POA/3074,0.232078359586,0.00150589766871,-37.68378795296842,145.0081983388117,201.0,Melbourne,28303.0,Thomastown (Northern Metropolitan),237.0,Scullin,2.0,201017.0,Northcote - Preston - Whittlesea,20101703.0,Whittlesea
737,3075,3075,AUS,Australia,7.7247,http://linked.data.gov.au/dataset/asgsed3/POA/3075,0.165763321556,0.000788899006681,-37.66677102874531,145.0128086269795,201.0,Melbourne,28303.0,Thomastown (Northern Metropolitan),237.0,Scullin,2.0,201017.0,Northcote - Preston - Whittlesea,20101703.0,Whittlesea
738,3076,3076,AUS,Australia,35.2737,http://linked.data.gov.au/dataset/asgsed3/POA/3076,0.339134565903,0.0036007958248,-37.63893797928744,145.00908477269124,201.0,Melbourne,28303.0,Thomastown (Northern Metropolitan),237.0,Scullin,2.0,201017.0,Northcote - Preston - Whittlesea,20101703.0,Whittlesea
739,3078,3078,AUS,Australia,6.3555,http://linked.data.gov.au/dataset/asgsed3/POA/3078,0.2159527435,0.00064996132035,-37.78268263391434,145.0225030861752,201.0,Melbourne,26203.0,Northcote (Northern Metropolitan),208.0,Cooper,2.0,201012.0,Melbourne - Port Phillip,20101203.0,Yarra
740,3079,3079,AUS,Australia,7.5901,http://linked.data.gov.au/dataset/asgsed3/POA/3079,0.206355214398,0.000776243138763,-37.76939962369772,145.04859800516198,201.0,Melbourne,23802.0,Ivanhoe (North-Eastern Metropolitan),225.0,Jagajaga,2.0,201011.0,Melbourne - North-East,20101101.0,Heidelberg
741,3081,3081,AUS,Australia,6.231,http://linked.data.gov.au/dataset/asgsed3/POA/3081,0.126864941182,0.000636948732459,-37.742082843346495,145.04615288622352,201.0,Melbourne,23802.0,Ivanhoe (North-Eastern Metropolitan),225.0,Jagajaga,2.0,201011.0,Melbourne - North-East,20101101.0,Heidelberg
742,3082,3082,AUS,Australia,13.066,http://linked.data.gov.au/dataset/asgsed3/POA/3082,0.200254727733,0.00133421781681,-37.66399063483106,145.0645173388572,201.0,Melbourne,25002.0,Mill Park (North-Eastern Metropolitan),237.0,Scullin,2.0,201017.0,Northcote - Preston - Whittlesea,20101703.0,Whittlesea
743,3083,3083,AUS,Australia,18.5062,http://linked.data.gov.au/dataset/asgsed3/POA/3083,0.339318400156,0.00189065052247,-37.69981737459271,145.05783450898303,201.0,Melbourne,21602.0,Bundoora (North-Eastern Metropolitan),237.0,Scullin,2.0,201017.0,Northcote - Preston - Whittlesea,20101703.0,Whittlesea
744,3084,3084,AUS,Australia,13.1099,http://linked.data.gov.au/dataset/asgsed3/POA/3084,0.236293792269,0.00134031578309,-37.74671237552878,145.07688696638226,201.0,Melbourne,23802.0,Ivanhoe (North-Eastern Metropolitan),225.0,Jagajaga,2.0,201011.0,Melbourne - North-East,20101101.0,Heidelberg
745,3085,3085,AUS,Australia,7.5041,http://linked.data.gov.au/dataset/asgsed3/POA/3085,0.17521087392,0.000766912829743,-37.722686851482926,145.07951211019144,201.0,Melbourne,23802.0,Ivanhoe (North-Eastern Metropolitan),225.0,Jagajaga,2.0,201011.0,Melbourne - North-East,20101101.0,Heidelberg
746,3087,3087,AUS,Australia,3.7508,http://linked.data.gov.au/dataset/asgsed3/POA/3087,0.115802411596,0.0003832187219,-37.70485953463895,145.08419623064492,201.0,Melbourne,21602.0,Bundoora (North-Eastern Metropolitan),225.0,Jagajaga,2.0,201011.0,Melbourne - North-East,20101104.0,Watsonia
747,3088,3088,AUS,Australia,13.2315,http://linked.data.gov.au/dataset/asgsed3/POA/3088,0.258362121606,0.00135169582982,-37.69836262472212,145.1113174848361,201.0,Melbourne,22402.0,Eltham (North-Eastern Metropolitan),225.0,Jagajaga,2.0,201011.0,Melbourne - North-East,20101104.0,Watsonia
748,3089,3089,AUS,Australia,17.836,http://linked.data.gov.au/dataset/asgsed3/POA/3089,0.272492303413,0.00182141877216,-37.66794183939277,145.15670190765675,201.0,Melbourne,22402.0,Eltham (North-Eastern Metropolitan),232.0,McEwen,2.0,201011.0,Melbourne - North-East,20101103.0,Nillumbik
